x,y,age,number,r
-112.4681396,55.19950063,77,1,0.278054787
-113.9347457,53.51263984,77,1,0.300788529
-113.5120729,53.54485884,77,1,0.404256548
-113.3971207,53.92871712,77,1,0.477172892
-113.4304597,53.54122758,77,1,0.887485575
-113.4991837,53.55280011,77,1,0.632675585
-113.3885588,53.57346549,77,2,0.95446077
-114.25569,51.15000397,77,1,0.402917201
-113.8791651,53.56079263,77,2,0.986114724
-113.6669199,53.50527275,77,1,0.096453164
-113.6857664,53.52506265,77,1,0.260495594
-113.506533,53.54159991,77,1,0.155925273
-114.0594854,51.0787051,77,1,0.433507076
-113.9635029,53.53316917,77,2,0.400629801
-113.2817499,53.54683762,77,2,0.287186136
-114.1185004,51.16438256,77,2,0.638434197
-111.9744491,54.77110028,77,1,0.411832245
-113.4973147,53.5376209,77,1,0.941664982
-113.6826403,53.48507286,77,2,0.218380742
-113.5219292,53.54304844,77,1,0.438830118
-113.2817499,53.54683762,77,2,0.272614545
-113.5342296,53.59231822,76,1,0.879666163
-111.0951649,55.62536595,76,1,0.149477867
-113.5224103,53.56665367,76,1,0.407835355
-114.0027479,50.97588078,76,2,0.878242694
-111.9671194,54.77385683,76,1,0.861132173
-113.4943729,53.53927369,76,1,0.440818719
-115.3407731,51.08379231,76,3,0.500082939
-113.2759192,53.55313374,76,3,0.620009596
-113.4298744,53.35546273,76,2,0.378765176
-114.1019164,51.79540272,76,1,0.300779894
-111.9744491,54.77110028,76,1,0.240240107
-113.542976,53.25876,76,1,0.496931419
-113.9971986,53.51605773,75,2,0.139155457
-113.3279989,53.8276102,75,2,0.947435639
-113.494199,53.6356527,75,1,0.023979627
-114.1886259,51.10145375,75,1,0.868800704
-113.5823576,53.51712699,75,1,0.302066336
-113.6123078,53.62268498,75,2,0.930481658
-113.5008549,53.62331878,75,1,0.72475877
-113.2832093,54.72129052,75,4,0.684860947
-113.6088952,53.5213812,75,1,0.777989401
-114.0055198,53.52879021,75,2,0.23522711
-113.556219,53.61603326,75,2,0.240403809
-113.9446992,51.13635749,75,1,0.506021379
-113.9317837,51.125277,75,2,0.283632288
-113.934636,53.61546084,75,1,0.665025484
-114.9869193,53.22799106,75,2,0.899053768
-113.9680524,51.11594529,75,1,0.278992794
-114.0777599,50.92221002,75,1,0.499019958
-114.9665492,53.22965034,75,1,0.657145115
-113.3279989,53.8276102,75,1,0.341556387
-111.3709842,56.71873343,75,1,0.514651246
-111.9744491,54.77110028,74,1,0.909753573
-114.2257552,51.03037345,74,1,0.758720041
-113.4869095,53.55044188,74,1,0.573678404
-113.5034991,53.52260795,74,1,0.99814165
-110.7533199,54.26795056,74,2,0.963596772
-113.5102698,53.51231771,74,2,0.598341636
-111.63638,57.18191047,74,1,0.710545697
-111.3554595,56.71068751,74,1,0.431881723
-113.4966785,53.55594714,74,1,0.346699116
-113.3679618,53.49859697,74,2,0.281829799
-113.6418803,53.47128625,74,1,0.596220272
-112.8048393,54.58728103,74,3,0.147474475
-113.2052666,55.23866759,74,1,0.556654905
-113.3324065,53.81787003,74,1,0.20540387
-113.3846172,52.96714777,74,2,0.792413165
-112.4681396,55.19950063,74,2,0.595307748
-110.7533199,54.26795056,74,2,0.547299374
-110.3288642,53.34002192,74,1,0.598649525
-113.9321195,53.55524326,74,3,0.734143668
-113.4092195,53.47664073,74,1,0.155940487
-112.8048393,54.58728103,73,1,0.08949138
-113.4253791,53.36623451,73,3,0.965256056
-114.1098159,52.29370026,73,2,0.20457841
-113.6085898,53.54110313,73,1,0.176606995
-113.9842999,51.08140342,73,2,0.268829861
-112.8554444,53.36689388,73,2,0.401077519
-113.3893547,53.59238339,73,1,0.495718633
-113.5533889,53.57042821,73,2,0.306317503
-113.0960798,53.55905737,73,1,0.347308075
-113.4827339,53.57905975,73,2,0.98107296
-111.9744491,54.77110028,73,3,0.364802693
-114.6799004,55.1908651,73,1,0.705294289
-113.6085898,53.54110313,73,1,0.801153665
-113.604564,53.77064276,73,1,0.647631626
-113.5010846,53.54189564,73,1,0.540377679
-113.6198724,53.43054104,73,1,0.139363621
-113.6351245,53.79630737,73,1,0.848802669
-113.2522554,53.53853552,73,2,0.008407573
-110.3292969,53.34423862,73,1,0.606260951
-113.1958346,55.23704553,73,1,0.974997381
-113.4932851,53.5242009,73,1,0.435805175
-113.6076724,53.54108084,73,1,0.7001287
-113.9842999,51.08140342,73,1,0.963243586
-113.4919935,53.48280458,73,1,0.501269321
-113.2624634,51.70168094,73,8,0.053057345
-113.6200734,53.49426185,73,2,0.248402946
-111.380279,56.72720019,72,1,0.498783601
-113.7367091,52.46310053,72,2,0.865144811
-113.4472511,53.46006826,72,1,0.143345543
-113.4640515,53.56140168,72,1,0.112461851
-113.5264797,53.60339291,72,1,0.309002369
-114.406009,54.12099108,72,1,0.244304274
-111.9744491,54.77110028,72,1,0.11043065
-113.5745321,53.43684372,72,1,0.175618214
-113.5130288,53.54090336,72,1,0.765229898
-113.950669,50.73471817,72,2,0.447287029
-111.3441767,56.67343631,72,1,0.890198062
-113.4291926,53.35450396,72,1,0.483247728
-113.2520443,53.68621603,72,2,0.396843608
-114.6799004,55.1908651,72,1,0.484438112
-113.4903698,53.5462403,72,1,0.453213918
-113.545822,54.76344313,72,1,0.651444703
-113.970089,53.5341819,72,1,0.901658843
-110.1737889,54.46503073,72,3,0.668354326
-111.9744491,54.77110028,72,1,0.325790415
-114.0484033,51.04469346,72,1,0.099394223
-113.4660694,53.5234426,72,1,0.939829057
-111.9744491,54.77110028,72,1,0.099903431
-113.9966631,53.51314081,72,2,0.128219394
-113.5124588,53.51226333,72,1,0.669778685
-113.2832093,54.72129034,72,1,0.611662683
-113.4713332,53.64172187,71,2,0.298239537
-113.5850818,53.25698813,71,1,0.923081268
-110.9040332,53.90482786,71,1,0.602922045
-113.5470792,53.60160343,71,2,0.344149885
-111.0713202,55.63301198,71,1,0.623773601
-112.8428259,53.03104099,71,2,0.191755116
-113.5323907,53.54808502,71,2,0.661640295
-111.9744491,54.77110028,71,1,0.941835071
-113.4966785,53.55594714,71,2,0.553424222
-113.2804551,54.71724192,71,1,0.72248402
-113.4120728,53.61889874,71,1,0.131222465
-113.948844,50.92013377,71,2,0.519593871
-113.5442177,53.56156448,71,2,0.093666535
-113.6690484,53.48875275,71,1,0.013800323
-113.4832499,53.50660309,71,1,0.1008168
-114.0611283,50.94181879,71,1,0.168496137
-113.5328183,53.30983446,71,2,0.953401709
-111.1270899,55.65239074,71,2,0.092008192
-112.1201891,53.82777007,71,1,0.717224185
-113.5341449,53.43789586,71,3,0.129444277
-113.6324366,53.5319612,71,1,0.36820395
-113.4478754,53.46005769,71,1,0.082105419
-113.4445235,53.54567984,71,1,0.226941251
-113.4571691,53.5132684,70,1,0.369250796
-113.3272817,53.81969507,70,1,0.135308119
-113.2487576,54.71296041,70,1,0.000651871
-113.6839579,53.5204937,70,1,0.317852276
-114.2496113,51.09409669,70,1,0.190211907
-113.5567357,54.7556871,70,1,0.398990733
-113.7675096,53.54027627,70,2,0.311942179
-112.8048393,54.58728103,70,1,0.013862148
-113.4934554,53.49074669,70,2,0.898266916
-111.91909,54.11403039,70,1,0.664941974
-111.4563877,56.75100472,70,2,0.007691629
-113.6488525,53.79728108,70,1,0.91998728
-113.4903698,53.5462403,70,1,0.86329995
-113.3689086,53.46428946,70,2,0.247241198
-113.5342263,53.30980477,70,1,0.142846667
-113.4478754,53.46005769,70,1,0.54868591
-113.4603027,53.55777745,70,2,0.58116327
-113.4920766,53.48156338,70,4,0.063636292
-113.4428299,53.59301641,70,1,0.841410917
-113.2815135,53.53498375,70,1,0.286591969
-113.7280893,53.58051474,70,2,0.332734216
-113.5734842,53.46875732,70,2,0.997629008
-113.8276104,54.1520909,70,4,0.526456727
-113.9621694,51.06186347,70,1,0.330217617
-113.6482093,53.80002104,70,1,0.16309749
-113.2516825,53.55913833,70,2,0.864132834
-113.9621694,51.06186347,70,1,0.086825003
-111.2949623,53.99141072,70,2,0.595762116
-113.4445235,53.54567984,70,1,0.155805846
-113.5707453,54.7228518,70,4,0.955356218
-113.5204838,53.62934716,70,4,0.208389772
-113.5387447,53.52278988,70,2,0.044497292
-112.8929056,49.67253558,70,2,0.741889969
-113.5103573,53.514301,70,2,0.938449899
-113.6365196,54.14699029,70,2,0.389021616
-111.9744491,54.77110102,70,1,0.994744885
-114.0471127,50.91183795,70,1,0.059007936
-114.0119635,51.27458299,70,1,0.045539238
-113.4430959,53.59860911,70,2,0.826368731
-113.2832093,54.72129052,70,1,0.454445431
-112.344499,54.84978041,69,2,0.550931065
-113.9413432,53.60690912,69,1,0.297280164
-113.4015875,53.61858309,69,2,0.795570535
-113.6123078,53.62268498,69,2,0.988006005
-113.4126088,53.44186598,69,1,0.233302069
-113.2616598,53.53233771,69,1,0.886486426
-113.542976,53.25876,69,1,0.076283927
-113.49242,53.52352314,69,1,0.822810007
-111.3682585,56.69776509,69,2,0.756466877
-110.1922287,54.47342717,69,1,0.470508944
-114.0899213,51.06678098,69,2,0.414281721
-113.5224119,53.56084487,69,1,0.433173083
-113.6256186,53.80512822,69,1,0.011558997
-111.312229,52.67440088,69,2,0.163461093
-111.9744491,54.77110028,69,1,0.417972976
-114.0908121,51.0880635,69,2,0.624978813
-113.5434029,53.48449449,69,1,0.985909692
-111.9744491,54.77110028,69,2,0.264056043
-118.8284837,55.17557655,69,2,0.099597809
-111.3705648,56.71018032,69,1,0.75115166
-113.4956409,53.51229758,69,1,0.561318423
-113.5232604,53.42484412,69,2,0.127974292
-114.0891001,51.15463402,69,2,0.092894309
-113.9749393,50.72590027,69,2,0.675753168
-113.2490895,54.71865803,69,2,0.441483734
-113.5101694,53.54624775,69,1,0.700304899
-113.5306671,53.30981689,69,1,0.684273013
-112.7090964,54.60463699,69,1,0.137379586
-112.8213794,53.02905081,69,2,0.565819552
-113.5102332,53.53789963,69,2,0.020153104
-116.0180889,58.38735085,69,3,0.308269445
-114.9768401,53.2123238,69,2,0.429983938
-111.9744491,54.77110028,69,1,0.002331315
-111.568309,54.12807085,69,2,0.477154083
-113.5804036,53.44992648,69,2,0.83914361
-110.0147921,53.25414712,69,2,0.376992515
-113.9875314,50.73075399,69,1,0.439983863
-110.7533199,54.26795056,68,2,0.42268202
-113.381375,53.61359744,68,1,0.707901041
-113.5066084,53.51231632,68,2,0.744173546
-114.222536,51.06167208,68,1,0.292879969
-113.4280022,53.5907627,68,1,0.291046973
-113.5263692,53.56864353,68,1,0.350998973
-113.5549451,53.4580696,68,1,0.392389282
-113.542976,53.25876,68,1,0.396528046
-114.2917492,52.75067074,68,2,0.760791223
-111.3618634,56.71785548,68,1,0.390951977
-113.9749393,50.72590027,68,2,0.122372787
-113.45893,53.51819867,68,1,0.308769484
-111.4324154,56.73364227,68,2,0.531409917
-111.3723645,56.70826621,68,2,0.826620086
-114.043723,51.06847127,68,1,0.420106846
-111.1920692,58.70837491,68,2,0.41640071
-112.8627005,49.66277696,68,2,0.532746071
-113.8401302,52.25344765,68,2,0.862011303
-114.5915197,53.66946048,68,2,0.096527059
-119.4230514,55.21014984,68,1,0.208207108
-113.8748593,53.56134276,68,2,0.888283187
-117.5803044,53.39625298,68,2,0.632811378
-112.8048393,54.58728103,68,1,0.152418035
-113.5243776,53.56771345,68,1,0.116922315
-112.4681396,55.19950063,68,1,0.529295226
-113.5218811,53.63249627,68,1,0.771514375
-113.5064012,53.47502416,68,1,0.411144173
-114.186383,51.05741884,68,1,0.076805213
-111.9744491,54.77110028,68,2,0.442968091
-118.7957282,55.16071032,68,2,0.566298662
-114.0838728,51.10508604,68,2,0.897347175
-113.7635706,52.25546826,68,2,0.965930062
-113.278926,53.51261683,68,2,0.995345051
-113.5001793,53.46927294,68,1,0.850443689
-113.6264093,53.54119307,68,1,0.231704603
-113.4281389,53.63123391,68,1,0.368382626
-112.0476383,53.49938618,68,1,0.792482433
-113.9347794,53.55091158,68,2,0.655373443
-113.6381836,53.64334819,68,3,0.632792534
-113.4228893,53.45095305,68,1,0.108524517
-113.5639974,53.4811724,68,1,0.935275784
-113.4878391,53.52544753,68,2,0.44185883
-111.9744491,54.77110028,68,3,0.535451438
-113.542976,53.25876,68,1,0.474362202
-111.3737803,56.72889357,68,2,0.275253413
-113.4970386,53.45056341,68,2,0.611484277
-114.9983268,53.2240151,67,1,0.937431232
-113.5231957,53.54015034,67,4,0.701792831
-113.5151352,53.59114998,67,6,0.848785732
-113.1632808,53.50310895,67,1,0.893680524
-113.4398233,53.57340056,67,1,0.079843029
-114.2065761,51.04633129,67,2,0.88840152
-113.4579002,53.57029387,67,1,0.989515878
-113.5765297,53.49964389,67,1,0.690631417
-113.4812355,53.56640998,67,2,0.108565625
-113.6233438,53.61621734,67,2,0.09494767
-113.5305931,53.40257184,67,1,0.560311432
-110.4845493,54.33342782,67,1,0.407918382
-113.2239712,53.68844166,67,2,0.653590425
-113.5231957,53.54015034,67,5,0.531686722
-113.5329528,53.45557344,67,4,0.66873082
-113.5810575,53.44276043,67,1,0.062787556
-113.5400196,53.61537751,67,2,0.438986281
-113.3923294,53.48043339,67,1,0.81136105
-113.5289062,53.55019067,67,4,0.869432433
-113.6917437,53.50960815,67,2,0.346658623
-113.5240492,53.45258298,67,1,0.898872701
-114.0785598,51.00248748,67,2,0.941192754
-113.5263692,53.56864353,67,1,0.480594218
-113.4134894,53.50493807,67,1,0.314157247
-113.6375913,53.53761097,67,2,0.656516397
-114.9647521,53.2235046,67,1,0.824082077
-113.5219863,53.56644826,67,2,0.168052867
-114.772493,55.28371494,67,1,0.047004964
-113.4100496,53.56948797,67,1,0.699006878
-113.4423746,53.60235454,67,1,0.41561909
-114.2632063,51.1141088,67,2,0.397373341
-114.098204,50.92174002,67,2,0.208710279
-110.7053596,50.04857045,67,1,0.458626799
-113.5199996,53.59924291,67,1,0.473810882
-112.0663966,53.49997753,67,1,0.475157839
-112.0369894,54.4420802,67,2,0.396855155
-113.965855,51.01707628,67,1,0.9189199
-113.4291926,53.35450396,67,2,0.721204996
-113.5372099,53.3093108,67,2,0.590145179
-113.2662585,53.52142513,67,2,0.481573855
-111.0985999,55.62555797,67,4,0.572418983
-113.5212483,53.42037758,67,1,0.782224573
-114.0452667,51.07177516,67,1,0.424503144
-113.9591722,53.6453456,67,2,0.976950838
-113.2987691,53.55457052,67,2,0.441938416
-113.4936238,53.54505232,67,1,0.284874635
-113.4039378,53.36069671,67,1,0.491784629
-113.2729978,53.55010359,67,1,0.425249049
-114.2127609,51.05126774,67,2,0.114450475
-113.4448257,53.51106999,67,1,0.360336195
-111.3705648,56.71018032,67,1,0.726254107
-113.545822,54.76344313,67,1,0.291784976
-113.6063608,53.55592615,67,1,0.795433516
-110.1920969,54.41638242,67,2,0.506160014
-113.542976,53.25876,67,1,0.736326028
-111.2949623,53.99141072,67,2,0.462763226
-113.6558578,53.64044695,67,2,0.200284985
-113.542976,53.25876,67,1,0.801062151
-111.9744491,54.77110028,67,2,0.947380298
-114.1587465,51.1631181,67,1,0.552910846
-113.4920795,53.48188137,67,1,0.612859155
-111.63638,57.18191047,67,1,0.306621745
-110.7665422,54.26744998,67,4,0.990154164
-114.4686784,51.19119789,67,1,0.208839875
-116.3136099,55.41928105,67,2,0.346667792
-118.0848098,52.88037018,67,1,0.985397222
-114.1259758,51.08936999,67,3,0.242757369
-113.677248,53.3523689,67,1,0.061403073
-115.261566,51.04013455,67,1,0.914405104
-113.4298821,53.54125726,67,1,0.435862151
-113.559529,53.62373895,67,1,0.504327867
-111.3399174,56.67516739,67,1,0.642664821
-114.1124407,51.16428634,67,1,0.820741281
-113.4534855,53.53946007,67,1,0.724066452
-113.2508267,53.67664577,67,2,0.032451154
-113.1917898,55.20941077,67,1,0.594123703
-113.5541429,53.61711051,67,2,0.812505063
-113.5777837,53.55644077,67,1,0.955709067
-113.3279989,53.8276102,67,1,0.310822121
-113.5248932,53.6280346,67,2,0.179539295
-113.9781754,50.84417131,67,2,0.621773432
-113.4817135,53.54859781,67,1,0.753704132
-113.5096559,53.45620378,67,2,0.172075989
-114.0990982,51.56511678,67,2,0.289653941
-114.6342681,51.81023748,67,1,0.853367489
-113.6087341,53.65955391,67,1,0.439945199
-113.1159331,53.94912502,66,3,0.39492388
-114.0839494,52.31227002,66,2,0.013805266
-114.6799004,55.1908651,66,1,0.603495547
-113.6852362,53.52512331,66,1,0.87861664
-113.5268897,53.48970292,66,1,0.778420927
-113.5231905,53.45701955,66,1,0.49419368
-114.0797448,51.0546564,66,2,0.981901042
-113.5120635,53.545159,66,2,0.135655827
-115.6698734,54.15098191,66,1,0.584643437
-110.8389254,53.35971597,66,2,0.253035013
-111.9744491,54.77110028,66,2,0.367169873
-113.5259286,53.56895563,66,1,0.673509514
-113.2185004,53.70842868,66,1,0.887804439
-113.8300744,52.2920166,66,1,0.421135709
-113.5285809,53.60175613,66,1,0.001285
-111.4139754,56.73946085,66,2,0.269094066
-113.5154793,53.51907297,66,2,0.442734437
-113.6739858,53.64140915,66,1,0.961158364
-113.4959498,53.51797272,66,1,0.796954562
-113.4096072,53.48546297,66,2,0.773747236
-113.4934554,53.49074669,66,2,0.74679257
-110.7533198,54.26795082,66,1,0.841415013
-113.2762371,53.54950772,66,1,0.296937678
-113.6459214,53.80176204,66,1,0.628906794
-113.2348462,53.68526066,66,1,0.311338947
-113.2568101,53.53709327,66,1,0.409378828
-114.115367,51.07028898,66,1,0.47952748
-113.4974236,53.48468059,66,1,0.400288563
-113.4304597,53.54122758,66,1,0.312146384
-113.633106,53.65420639,66,1,0.531822463
-113.4509566,53.4780007,66,3,0.089232831
-113.4857558,53.56829045,66,1,0.261922065
-113.5265331,53.41068448,66,2,0.066818102
-113.4071943,53.6002913,66,4,0.053270834
-113.5617569,53.45115328,66,1,0.713009345
-113.5204932,53.6051918,66,1,0.779710126
-113.4729757,53.413304,66,1,0.712051839
-113.5260229,53.4391205,66,2,0.529900273
-113.8925753,53.55295071,66,2,0.212832692
-114.4313933,49.60590451,66,1,0.541999476
-113.3752838,52.97453627,66,1,0.867108605
-111.1812759,56.65974538,66,1,0.017373979
-113.5801192,53.5345926,66,1,0.249228449
-113.2500692,53.68635871,66,2,0.155765209
-113.4691453,53.59127967,66,1,0.523846592
-114.0205131,50.97086358,66,1,0.999328727
-113.8561589,50.56728526,66,2,0.845632522
-113.4497156,53.51414002,66,2,0.857086837
-111.4796791,54.26776091,66,1,0.610452208
-113.5174084,53.57966287,66,1,0.792274985
-113.5235858,53.60086818,66,2,0.121820075
-113.3838391,53.45537754,66,1,0.677066283
-114.1356422,51.16328335,66,2,0.227517628
-113.4427814,53.51623274,66,2,0.965384271
-112.2077297,54.67479075,66,2,0.738430367
-113.5595143,53.62820465,66,2,0.607975219
-110.1737894,54.46503023,66,1,0.669490991
-114.0655293,51.02951793,66,1,0.434093526
-113.6269353,53.51965133,66,2,0.604009215
-114.1056394,50.97289256,66,1,0.053243226
-113.8389045,52.28538321,66,3,0.497724535
-113.5323125,53.62252696,66,2,0.115529339
-113.9431579,51.12213794,65,1,0.686628371
-112.4681396,55.19950063,65,1,0.733352711
-113.9766871,50.89280839,65,2,0.347622782
-112.486779,54.62994046,65,1,0.604086119
-113.6272857,53.80102633,65,1,0.39213168
-113.6350721,53.80510706,65,1,0.664641149
-111.9744491,54.77110028,65,2,0.105509256
-113.4127388,53.34307575,65,1,0.655236218
-114.1251898,51.03785767,65,1,0.675677083
-113.505758,53.61571218,65,1,0.196479554
-112.8413418,53.03169162,65,2,0.914766633
-116.4409509,53.59456004,65,3,0.384871572
-111.4687091,56.72331642,65,1,0.311682585
-113.8918488,53.55846657,65,1,0.670271668
-113.6244439,53.5416202,65,1,0.488072882
-111.6779898,54.43481519,65,2,0.477026722
-113.5371029,53.31031306,65,1,0.92327336
-114.0075056,53.52016172,65,1,0.542105507
-113.5814934,53.53249041,65,2,0.084165769
-113.4215597,53.57752604,65,1,0.688372739
-113.3699594,53.61426261,65,3,0.0755581
-111.9744491,54.77110028,65,1,0.849739101
-113.551592,53.27116614,65,1,0.837526871
-113.3760432,53.60963778,65,2,0.428497497
-113.2031238,53.6984486,65,2,0.041534456
-113.2832093,54.72129052,65,1,0.729680261
-110.7533199,54.26795056,65,2,0.787039281
-112.8443168,52.99697099,65,2,0.209436777
-113.5183094,53.51711824,65,1,0.39099685
-111.4398044,56.75365181,65,1,0.810929873
-113.657889,53.79688596,65,1,0.893148385
-114.0008999,53.51598348,65,6,0.04562297
-111.4683493,56.72341787,65,1,0.297864606
-113.7749737,52.26448782,65,1,0.986784756
-114.0812759,51.06614003,65,2,0.469069812
-113.6134549,53.55592564,65,2,0.415311248
-113.9730098,50.88117729,65,2,0.761354003
-113.5073738,53.46655368,65,1,0.662484334
-111.63638,57.18191047,65,1,0.246512971
-110.1985369,54.42515281,65,2,0.759745398
-113.4323497,53.46255618,65,1,0.96871666
-111.4620761,56.72892775,65,2,0.55196732
-113.4596896,53.51225287,65,1,0.898735564
-114.079365,50.95866265,65,1,0.904329604
-113.2140305,53.68912476,65,1,0.73652744
-113.2534984,53.50801014,65,2,0.395362428
-113.7654858,53.55592509,65,2,0.762288543
-110.3288642,53.34002192,65,1,0.008850493
-111.9744491,54.77110028,65,1,0.477369182
-113.4327301,53.35905662,65,1,0.627799217
-113.2832093,54.72129052,65,1,0.929400484
-113.4880451,53.54463451,65,2,0.269191589
-113.5387245,53.28237219,65,3,0.732668497
-113.396629,53.4610953,65,1,0.747144106
-113.6165195,53.63577715,65,1,0.688942331
-113.5328183,53.30983446,65,1,0.180101611
-113.4918998,53.67013085,65,1,0.801237875
-113.3307499,53.81968474,65,1,0.285728856
-114.0811881,51.1499841,65,1,0.835251056
-112.4681396,55.19950063,65,2,0.586633084
-113.2637353,53.68040594,65,2,0.707885569
-113.4048119,53.438241,65,1,0.971406845
-113.2857921,54.71854089,65,2,0.563942778
-114.220917,51.04315499,65,2,0.15255892
-113.5010846,53.54189564,65,1,0.704430201
-113.5445858,53.55591052,65,3,0.347526631
-113.4894456,53.42297342,65,1,0.51444586
-113.5323408,53.62252392,65,1,0.910576709
-113.6212643,53.5043658,65,1,0.424164598
-114.1019526,51.03017398,65,1,0.887771946
-113.2538295,54.62178015,65,2,0.056613666
-114.2069746,51.01174759,65,2,0.311093953
-112.8048393,54.58728103,65,2,0.880137421
-111.3870004,56.7308176,65,2,0.236568981
-114.2386727,51.09099089,65,1,0.126758492
-113.2671903,53.56205604,65,2,0.291039254
-111.1316466,55.64617087,65,1,0.70026016
-113.2759192,53.55313374,65,1,0.524591308
-114.0088711,51.1308346,65,1,0.991985123
-114.1671741,51.12372654,65,1,0.389266594
-113.6054197,53.42939819,65,2,0.474697534
-113.6285596,53.79634607,65,1,0.044647348
-113.8918488,53.55846657,65,1,0.495732208
-113.4947588,53.51113103,65,3,0.819239458
-113.9610906,53.52967013,65,1,0.478531909
-113.4223239,53.52474785,65,2,0.245661777
-113.5858422,53.44487675,65,2,0.807969666
-114.1463372,51.16334192,65,1,0.163338184
-112.3318599,53.87915103,65,1,0.025574392
-113.547599,53.56336756,65,1,0.858839296
-111.9744491,54.77110102,65,1,0.999500053
-113.9859366,51.26952078,65,2,0.802217046
-113.1159331,53.94912502,65,1,0.785701907
