x,y,age,number
-113.3279989,53.8276102,75,2
-113.494199,53.6356527,75,1
-114.1886259,51.10145375,75,1
-113.5823576,53.51712699,75,1
-113.6123078,53.62268498,75,2
-113.5008549,53.62331878,75,1
-113.2832093,54.72129052,75,4
-113.6088952,53.5213812,75,1
-114.0055198,53.52879021,75,2
-113.556219,53.61603326,75,2
-113.9446992,51.13635749,75,1
-113.9317837,51.125277,75,2
-113.934636,53.61546084,75,1
-114.9869193,53.22799106,75,2
-113.9680524,51.11594529,75,1
-114.0777599,50.92221002,75,1
-114.9665492,53.22965034,75,1
-113.3279989,53.8276102,75,1
-111.3709842,56.71873343,75,1
-111.9744491,54.77110028,74,1
-114.2257552,51.03037345,74,1
-113.4869095,53.55044188,74,1
-113.5034991,53.52260795,74,1
-110.7533199,54.26795056,74,2
-113.5102698,53.51231771,74,2
-111.63638,57.18191047,74,1
-111.3554595,56.71068751,74,1
-113.4966785,53.55594714,74,1
-113.3679618,53.49859697,74,2
-113.6418803,53.47128625,74,1
-112.8048393,54.58728103,74,3
-113.2052666,55.23866759,74,1
-113.3324065,53.81787003,74,1
-113.3846172,52.96714777,74,2
-112.4681396,55.19950063,74,2
-110.7533199,54.26795056,74,2
-110.3288642,53.34002192,74,1
-113.9321195,53.55524326,74,3
-113.4092195,53.47664073,74,1
-112.8048393,54.58728103,73,1
-113.4253791,53.36623451,73,3
-114.1098159,52.29370026,73,2
-113.6085898,53.54110313,73,1
-113.9842999,51.08140342,73,2
-112.8554444,53.36689388,73,2
-113.3893547,53.59238339,73,1
-113.5533889,53.57042821,73,2
-113.0960798,53.55905737,73,1
-113.4827339,53.57905975,73,2
-111.9744491,54.77110028,73,3
-114.6799004,55.1908651,73,1
-113.6085898,53.54110313,73,1
-113.604564,53.77064276,73,1
-113.5010846,53.54189564,73,1
-113.6198724,53.43054104,73,1
-113.6351245,53.79630737,73,1
-113.2522554,53.53853552,73,2
-110.3292969,53.34423862,73,1
-113.1958346,55.23704553,73,1
-113.4932851,53.5242009,73,1
-113.6076724,53.54108084,73,1
-113.9842999,51.08140342,73,1
-113.4919935,53.48280458,73,1
-113.2624634,51.70168094,73,8
-113.6200734,53.49426185,73,2
-111.380279,56.72720019,72,1
-113.7367091,52.46310053,72,2
-113.4472511,53.46006826,72,1
-113.4640515,53.56140168,72,1
-113.5264797,53.60339291,72,1
-114.406009,54.12099108,72,1
-111.9744491,54.77110028,72,1
-113.5745321,53.43684372,72,1
-113.5130288,53.54090336,72,1
-113.950669,50.73471817,72,2
-111.3441767,56.67343631,72,1
-113.4291926,53.35450396,72,1
-113.2520443,53.68621603,72,2
-114.6799004,55.1908651,72,1
-113.4903698,53.5462403,72,1
-113.545822,54.76344313,72,1
-113.970089,53.5341819,72,1
-110.1737889,54.46503073,72,3
-111.9744491,54.77110028,72,1
-114.0484033,51.04469346,72,1
-113.4660694,53.5234426,72,1
-111.9744491,54.77110028,72,1
-113.9966631,53.51314081,72,2
-113.5124588,53.51226333,72,1
-113.2832093,54.72129034,72,1
-113.4713332,53.64172187,71,2
-113.5850818,53.25698813,71,1
-110.9040332,53.90482786,71,1
-113.5470792,53.60160343,71,2
-111.0713202,55.63301198,71,1
-112.8428259,53.03104099,71,2
-113.5323907,53.54808502,71,2
-111.9744491,54.77110028,71,1
-113.4966785,53.55594714,71,2
-113.2804551,54.71724192,71,1
-113.4120728,53.61889874,71,1
-113.948844,50.92013377,71,2
-113.5442177,53.56156448,71,2
-113.6690484,53.48875275,71,1
-113.4832499,53.50660309,71,1
-114.0611283,50.94181879,71,1
-113.5328183,53.30983446,71,2
-111.1270899,55.65239074,71,2
-112.1201891,53.82777007,71,1
-113.5341449,53.43789586,71,3
-113.6324366,53.5319612,71,1
-113.4478754,53.46005769,71,1
-113.4445235,53.54567984,71,1
-113.4571691,53.5132684,70,1
-113.3272817,53.81969507,70,1
-113.2487576,54.71296041,70,1
-113.6839579,53.5204937,70,1
-114.2496113,51.09409669,70,1
-113.5567357,54.7556871,70,1
-113.7675096,53.54027627,70,2
-112.8048393,54.58728103,70,1
-113.4934554,53.49074669,70,2
-111.91909,54.11403039,70,1
-111.4563877,56.75100472,70,2
-113.6488525,53.79728108,70,1
-113.4903698,53.5462403,70,1
-113.3689086,53.46428946,70,2
-113.5342263,53.30980477,70,1
-113.4478754,53.46005769,70,1
-113.4603027,53.55777745,70,2
-113.4920766,53.48156338,70,4
-113.4428299,53.59301641,70,1
-113.2815135,53.53498375,70,1
-113.7280893,53.58051474,70,2
-113.5734842,53.46875732,70,2
-113.8276104,54.1520909,70,4
-113.9621694,51.06186347,70,1
-113.6482093,53.80002104,70,1
-113.2516825,53.55913833,70,2
-113.9621694,51.06186347,70,1
-111.2949623,53.99141072,70,2
-113.4445235,53.54567984,70,1
-113.5707453,54.7228518,70,4
-113.5204838,53.62934716,70,4
-113.5387447,53.52278988,70,2
-112.8929056,49.67253558,70,2
-113.5103573,53.514301,70,2
-113.6365196,54.14699029,70,2
-111.9744491,54.77110102,70,1
-114.0471127,50.91183795,70,1
-114.0119635,51.27458299,70,1
-113.4430959,53.59860911,70,2
-113.2832093,54.72129052,70,1
-112.344499,54.84978041,69,2
-113.9413432,53.60690912,69,1
-113.4015875,53.61858309,69,2
-113.6123078,53.62268498,69,2
-113.4126088,53.44186598,69,1
-113.2616598,53.53233771,69,1
-113.542976,53.25876,69,1
-113.49242,53.52352314,69,1
-111.3682585,56.69776509,69,2
-110.1922287,54.47342717,69,1
-114.0899213,51.06678098,69,2
-113.5224119,53.56084487,69,1
-113.6256186,53.80512822,69,1
-111.312229,52.67440088,69,2
-111.9744491,54.77110028,69,1
-114.0908121,51.0880635,69,2
-113.5434029,53.48449449,69,1
-111.9744491,54.77110028,69,2
-118.8284837,55.17557655,69,2
-111.3705648,56.71018032,69,1
-113.4956409,53.51229758,69,1
-113.5232604,53.42484412,69,2
-114.0891001,51.15463402,69,2
-113.9749393,50.72590027,69,2
-113.2490895,54.71865803,69,2
-113.5101694,53.54624775,69,1
-113.5306671,53.30981689,69,1
-112.7090964,54.60463699,69,1
-112.8213794,53.02905081,69,2
-113.5102332,53.53789963,69,2
-116.0180889,58.38735085,69,3
-114.9768401,53.2123238,69,2
-111.9744491,54.77110028,69,1
-111.568309,54.12807085,69,2
-113.5804036,53.44992648,69,2
-110.0147921,53.25414712,69,2
-113.9875314,50.73075399,69,1
-110.7533199,54.26795056,68,2
-113.381375,53.61359744,68,1
-113.5066084,53.51231632,68,2
-114.222536,51.06167208,68,1
-113.4280022,53.5907627,68,1
-113.5263692,53.56864353,68,1
-113.5549451,53.4580696,68,1
-113.542976,53.25876,68,1
-114.2917492,52.75067074,68,2
-111.3618634,56.71785548,68,1
-113.9749393,50.72590027,68,2
-113.45893,53.51819867,68,1
-111.4324154,56.73364227,68,2
-111.3723645,56.70826621,68,2
-114.043723,51.06847127,68,1
-111.1920692,58.70837491,68,2
-112.8627005,49.66277696,68,2
-113.8401302,52.25344765,68,2
-114.5915197,53.66946048,68,2
-119.4230514,55.21014984,68,1
-113.8748593,53.56134276,68,2
-117.5803044,53.39625298,68,2
-112.8048393,54.58728103,68,1
-113.5243776,53.56771345,68,1
-112.4681396,55.19950063,68,1
-113.5218811,53.63249627,68,1
-113.5064012,53.47502416,68,1
-114.186383,51.05741884,68,1
-111.9744491,54.77110028,68,2
-118.7957282,55.16071032,68,2
-114.0838728,51.10508604,68,2
-113.7635706,52.25546826,68,2
-113.278926,53.51261683,68,2
-113.5001793,53.46927294,68,1
-113.6264093,53.54119307,68,1
-113.4281389,53.63123391,68,1
-112.0476383,53.49938618,68,1
-113.9347794,53.55091158,68,2
-113.6381836,53.64334819,68,3
-113.4228893,53.45095305,68,1
-113.5639974,53.4811724,68,1
-113.4878391,53.52544753,68,2
-111.9744491,54.77110028,68,3
-113.542976,53.25876,68,1
-111.3737803,56.72889357,68,2
-113.4970386,53.45056341,68,2
-114.9983268,53.2240151,67,1
-113.5231957,53.54015034,67,4
-113.5151352,53.59114998,67,6
-113.1632808,53.50310895,67,1
-113.4398233,53.57340056,67,1
-114.2065761,51.04633129,67,2
-113.4579002,53.57029387,67,1
-113.5765297,53.49964389,67,1
-113.4812355,53.56640998,67,2
-113.6233438,53.61621734,67,2
-113.5305931,53.40257184,67,1
-110.4845493,54.33342782,67,1
-113.2239712,53.68844166,67,2
-113.5231957,53.54015034,67,5
-113.5329528,53.45557344,67,4
-113.5810575,53.44276043,67,1
-113.5400196,53.61537751,67,2
-113.3923294,53.48043339,67,1
-113.5289062,53.55019067,67,4
-113.6917437,53.50960815,67,2
-113.5240492,53.45258298,67,1
-114.0785598,51.00248748,67,2
-113.5263692,53.56864353,67,1
-113.4134894,53.50493807,67,1
-113.6375913,53.53761097,67,2
-114.9647521,53.2235046,67,1
-113.5219863,53.56644826,67,2
-114.772493,55.28371494,67,1
-113.4100496,53.56948797,67,1
-113.4423746,53.60235454,67,1
-114.2632063,51.1141088,67,2
-114.098204,50.92174002,67,2
-110.7053596,50.04857045,67,1
-113.5199996,53.59924291,67,1
-112.0663966,53.49997753,67,1
-112.0369894,54.4420802,67,2
-113.965855,51.01707628,67,1
-113.4291926,53.35450396,67,2
-113.5372099,53.3093108,67,2
-113.2662585,53.52142513,67,2
-111.0985999,55.62555797,67,4
-113.5212483,53.42037758,67,1
-114.0452667,51.07177516,67,1
-113.9591722,53.6453456,67,2
-113.2987691,53.55457052,67,2
-113.4936238,53.54505232,67,1
-113.4039378,53.36069671,67,1
-113.2729978,53.55010359,67,1
-114.2127609,51.05126774,67,2
-113.4448257,53.51106999,67,1
-111.3705648,56.71018032,67,1
-113.545822,54.76344313,67,1
-113.6063608,53.55592615,67,1
-110.1920969,54.41638242,67,2
-113.542976,53.25876,67,1
-111.2949623,53.99141072,67,2
-113.6558578,53.64044695,67,2
-113.542976,53.25876,67,1
-111.9744491,54.77110028,67,2
-114.1587465,51.1631181,67,1
-113.4920795,53.48188137,67,1
-111.63638,57.18191047,67,1
-110.7665422,54.26744998,67,4
-114.4686784,51.19119789,67,1
-116.3136099,55.41928105,67,2
-118.0848098,52.88037018,67,1
-114.1259758,51.08936999,67,3
-113.677248,53.3523689,67,1
-115.261566,51.04013455,67,1
-113.4298821,53.54125726,67,1
-113.559529,53.62373895,67,1
-111.3399174,56.67516739,67,1
-114.1124407,51.16428634,67,1
-113.4534855,53.53946007,67,1
-113.2508267,53.67664577,67,2
-113.1917898,55.20941077,67,1
-113.5541429,53.61711051,67,2
-113.5777837,53.55644077,67,1
-113.3279989,53.8276102,67,1
-113.5248932,53.6280346,67,2
-113.9781754,50.84417131,67,2
-113.4817135,53.54859781,67,1
-113.5096559,53.45620378,67,2
-114.0990982,51.56511678,67,2
-114.6342681,51.81023748,67,1
-113.6087341,53.65955391,67,1
-113.1159331,53.94912502,66,3
-114.0839494,52.31227002,66,2
-114.6799004,55.1908651,66,1
-113.6852362,53.52512331,66,1
-113.5268897,53.48970292,66,1
-113.5231905,53.45701955,66,1
-114.0797448,51.0546564,66,2
-113.5120635,53.545159,66,2
-115.6698734,54.15098191,66,1
-110.8389254,53.35971597,66,2
-111.9744491,54.77110028,66,2
-113.5259286,53.56895563,66,1
-113.2185004,53.70842868,66,1
-113.8300744,52.2920166,66,1
-113.5285809,53.60175613,66,1
-111.4139754,56.73946085,66,2
-113.5154793,53.51907297,66,2
-113.6739858,53.64140915,66,1
-113.4959498,53.51797272,66,1
-113.4096072,53.48546297,66,2
-113.4934554,53.49074669,66,2
-110.7533198,54.26795082,66,1
-113.2762371,53.54950772,66,1
-113.6459214,53.80176204,66,1
-113.2348462,53.68526066,66,1
-113.2568101,53.53709327,66,1
-114.115367,51.07028898,66,1
-113.4974236,53.48468059,66,1
-113.4304597,53.54122758,66,1
-113.633106,53.65420639,66,1
-113.4509566,53.4780007,66,3
-113.4857558,53.56829045,66,1
-113.5265331,53.41068448,66,2
-113.4071943,53.6002913,66,4
-113.5617569,53.45115328,66,1
-113.5204932,53.6051918,66,1
-113.4729757,53.413304,66,1
-113.5260229,53.4391205,66,2
-113.8925753,53.55295071,66,2
-114.4313933,49.60590451,66,1
-113.3752838,52.97453627,66,1
-111.1812759,56.65974538,66,1
-113.5801192,53.5345926,66,1
-113.2500692,53.68635871,66,2
-113.4691453,53.59127967,66,1
-114.0205131,50.97086358,66,1
-113.8561589,50.56728526,66,2
-113.4497156,53.51414002,66,2
-111.4796791,54.26776091,66,1
-113.5174084,53.57966287,66,1
-113.5235858,53.60086818,66,2
-113.3838391,53.45537754,66,1
-114.1356422,51.16328335,66,2
-113.4427814,53.51623274,66,2
-112.2077297,54.67479075,66,2
-113.5595143,53.62820465,66,2
-110.1737894,54.46503023,66,1
-114.0655293,51.02951793,66,1
-113.6269353,53.51965133,66,2
-114.1056394,50.97289256,66,1
-113.8389045,52.28538321,66,3
-113.5323125,53.62252696,66,2
-113.9431579,51.12213794,65,1
-112.4681396,55.19950063,65,1
-113.9766871,50.89280839,65,2
-112.486779,54.62994046,65,1
-113.6272857,53.80102633,65,1
-113.6350721,53.80510706,65,1
-111.9744491,54.77110028,65,2
-113.4127388,53.34307575,65,1
-114.1251898,51.03785767,65,1
-113.505758,53.61571218,65,1
-112.8413418,53.03169162,65,2
-116.4409509,53.59456004,65,3
-111.4687091,56.72331642,65,1
-113.8918488,53.55846657,65,1
-113.6244439,53.5416202,65,1
-111.6779898,54.43481519,65,2
-113.5371029,53.31031306,65,1
-114.0075056,53.52016172,65,1
-113.5814934,53.53249041,65,2
-113.4215597,53.57752604,65,1
-113.3699594,53.61426261,65,3
-111.9744491,54.77110028,65,1
-113.551592,53.27116614,65,1
-113.3760432,53.60963778,65,2
-113.2031238,53.6984486,65,2
-113.2832093,54.72129052,65,1
-110.7533199,54.26795056,65,2
-112.8443168,52.99697099,65,2
-113.5183094,53.51711824,65,1
-111.4398044,56.75365181,65,1
-113.657889,53.79688596,65,1
-114.0008999,53.51598348,65,6
-111.4683493,56.72341787,65,1
-113.7749737,52.26448782,65,1
-114.0812759,51.06614003,65,2
-113.6134549,53.55592564,65,2
-113.9730098,50.88117729,65,2
-113.5073738,53.46655368,65,1
-111.63638,57.18191047,65,1
-110.1985369,54.42515281,65,2
-113.4323497,53.46255618,65,1
-111.4620761,56.72892775,65,2
-113.4596896,53.51225287,65,1
-114.079365,50.95866265,65,1
-113.2140305,53.68912476,65,1
-113.2534984,53.50801014,65,2
-113.7654858,53.55592509,65,2
-110.3288642,53.34002192,65,1
-111.9744491,54.77110028,65,1
-113.4327301,53.35905662,65,1
-113.2832093,54.72129052,65,1
-113.4880451,53.54463451,65,2
-113.5387245,53.28237219,65,3
-113.396629,53.4610953,65,1
-113.6165195,53.63577715,65,1
-113.5328183,53.30983446,65,1
-113.4918998,53.67013085,65,1
-113.3307499,53.81968474,65,1
-114.0811881,51.1499841,65,1
-112.4681396,55.19950063,65,2
-113.2637353,53.68040594,65,2
-113.4048119,53.438241,65,1
-113.2857921,54.71854089,65,2
-114.220917,51.04315499,65,2
-113.5010846,53.54189564,65,1
-113.5445858,53.55591052,65,3
-113.4894456,53.42297342,65,1
-113.5323408,53.62252392,65,1
-113.6212643,53.5043658,65,1
-114.1019526,51.03017398,65,1
-113.2538295,54.62178015,65,2
-114.2069746,51.01174759,65,2
-112.8048393,54.58728103,65,2
-111.3870004,56.7308176,65,2
-114.2386727,51.09099089,65,1
-113.2671903,53.56205604,65,2
-111.1316466,55.64617087,65,1
-113.2759192,53.55313374,65,1
-114.0088711,51.1308346,65,1
-114.1671741,51.12372654,65,1
-113.6054197,53.42939819,65,2
-113.6285596,53.79634607,65,1
-113.8918488,53.55846657,65,1
-113.4947588,53.51113103,65,3
-113.9610906,53.52967013,65,1
-113.4223239,53.52474785,65,2
-113.5858422,53.44487675,65,2
-114.1463372,51.16334192,65,1
-112.3318599,53.87915103,65,1
-113.547599,53.56336756,65,1
-111.9744491,54.77110102,65,1
-113.9859366,51.26952078,65,2
-113.1159331,53.94912502,65,1
-114.1132882,50.95422548,65,1
-119.1149298,53.88999065,65,2
-114.3185847,53.18344374,65,3
-114.0835632,51.11877645,65,1
-114.0414728,51.16434811,65,2
-114.0378473,50.88246475,65,1
-113.6372675,53.54139733,65,2
-113.9766871,50.89280839,65,2
-113.7646608,53.56288743,65,1
-113.5014636,53.4713333,65,1
-113.8577951,54.15186266,65,2
-114.4020673,54.12755166,64,1
-114.084405,51.04619111,64,1
-111.4796791,54.26776091,64,1
-113.4327188,53.5542957,64,1
-113.4060136,53.57748991,64,1
-113.4718049,53.63529292,64,1
-113.4912037,53.5233307,64,1
-112.4681396,55.19950063,64,1
-113.6087315,52.67600372,64,1
-113.1159331,53.94912502,64,1
-113.5793243,53.44209398,64,1
-112.1141769,54.89302049,64,2
-112.8048393,54.58728103,64,2
-111.3089414,53.99633665,64,2
-113.5243955,53.56774271,64,3
-113.5328998,53.40408,64,1
-113.4903698,53.5462403,64,1
-113.4664396,53.5234426,64,1
-116.454969,53.19136566,64,1
-114.0470799,53.2250372,64,1
-113.1159331,53.94912502,64,2
-111.4702779,56.73498203,64,1
-113.7638802,52.2695927,64,1
-113.550088,53.56342649,64,5
-114.1129933,52.29282514,64,2
-113.6331995,53.42601233,64,1
-113.8308293,52.27125668,64,1
-113.4692237,53.4258004,64,1
-114.0610509,51.02070022,64,2
-113.6085898,53.54110313,64,1
-113.9348114,53.5536802,64,1
-111.4627564,56.75312973,64,1
-113.8228347,52.27677049,64,1
-114.4781045,51.23732608,64,1
-113.622731,53.43536749,64,1
-113.5534652,53.44750111,64,4
-113.6085898,53.54110313,64,1
-111.4611317,56.77057186,64,1
-112.0369894,54.4420802,64,2
-111.3702427,56.7175631,64,1
-113.627999,53.49202579,64,1
-113.2696732,53.55901152,64,2
-113.4903698,53.5462403,64,1
-113.3621864,53.50407299,64,1
-113.4101824,53.44275496,64,1
-111.9744491,54.77110028,64,1
-114.9766299,53.21650642,64,1
-113.8725291,52.13608055,64,1
-111.2452027,56.65001473,64,2
-113.2077188,53.71615905,64,2
-113.2538295,54.62178015,64,2
-113.5394129,53.55869044,64,1
-113.5029561,53.54939058,64,1
-113.964236,50.90485364,64,2
-113.3928007,53.4485929,64,2
-113.496566,53.54614617,64,2
-113.5793243,53.44209398,64,5
-113.2577096,54.71948006,64,1
-113.3980303,53.46294429,64,6
-114.1047107,50.92279759,64,1
-118.8375723,55.15096665,64,2
-113.5799738,53.58156774,64,2
-113.5592196,53.54938849,64,1
-113.236027,53.67910709,64,2
-113.6780532,53.4877576,64,2
-113.5200257,53.42906351,64,1
-113.3307499,53.81968474,64,1
-113.6201152,53.6319179,64,3
-113.7442691,52.25542747,64,1
-113.3957536,53.60840575,64,2
-114.1279101,51.09727551,64,1
-113.5130288,53.54090336,64,1
-119.187979,55.95617021,64,1
-114.1049131,51.02675584,64,2
-113.5739496,53.4360635,64,1
-113.539186,53.24040702,64,1
-114.0755385,53.67869803,64,2
-113.9227754,50.90337241,64,1
-113.6410849,53.5186975,64,1
-113.1617298,53.42623957,64,1
-114.2394201,50.67759394,64,2
-112.344499,54.84978041,64,3
-113.5206246,53.42897111,64,1
-114.4778056,51.1594674,64,1
-113.2832093,54.72129052,64,1
-113.6499434,53.51620206,64,1
-111.4591258,56.77021522,64,1
-113.5707453,54.7228518,64,1
-113.5880619,53.26733314,64,1
-113.6294831,53.51789114,64,1
-111.2949623,53.99141072,64,2
-113.5316226,53.24199878,64,1
-113.6609898,53.64600365,64,1
-113.4403295,53.61995736,64,2
-113.622731,53.43536749,64,1
-114.4002446,50.84899792,64,2
-113.4304597,53.54122758,64,1
-116.481339,55.43288046,64,1
-113.9590114,53.45472117,64,1
-110.7071365,50.02959004,64,2
-113.4298821,53.54125726,64,1
-113.4731292,53.45404524,64,2
-113.9609198,51.09393571,64,1
-113.3201637,53.48409197,64,1
-113.5141267,53.43879088,64,4
-114.0937197,54.54083088,64,1
-113.9736886,51.07651294,64,1
-113.4104885,53.49193374,64,1
-114.2194697,53.52993029,64,2
-114.3551078,51.06135279,63,1
-111.294389,53.98644904,63,1
-118.8310819,55.17433058,63,2
-113.4318407,53.41880567,63,1
-113.5233327,53.5884506,63,1
-114.1718271,51.11999907,63,2
-113.2117225,53.69356542,63,1
-113.3115759,53.52108417,63,1
-111.3441767,56.67343631,63,3
-114.1516712,51.17877265,63,2
-111.3751688,56.72053441,63,1
-113.3307499,53.81968474,63,1
-113.6449232,53.51619265,63,1
-113.6924013,53.55446412,63,1
-111.3797663,56.72282378,63,1
-113.6276455,53.5387813,63,2
-113.5033629,53.63330786,63,2
-113.9816696,50.70635529,63,2
-113.409694,53.60059626,63,2
-113.3188196,53.56287286,63,1
-113.5342263,53.30980477,63,1
-114.4744932,53.5641903,63,1
-113.2637703,53.68048325,63,1
-114.117087,52.30287272,63,2
-111.4695352,56.74329457,63,1
-113.6134549,53.55592564,63,2
-113.4903698,53.5462403,63,1
-113.4302937,53.41928049,63,2
-111.4306676,56.73401513,63,1
-113.5411135,53.55196028,63,1
-112.7988247,54.59303304,63,2
-112.0233266,54.77961289,63,3
-113.8855248,53.53647706,63,2
-113.4817198,53.60738917,63,1
-113.4903698,53.5462403,63,4
-113.5872698,53.63672785,63,2
-114.18662,53.70644926,63,2
-113.4196768,53.61823795,63,2
-113.4578791,53.57029363,63,1
-113.5219356,53.56644742,63,1
-113.4958285,53.45546644,63,1
-113.4251791,53.52674336,63,1
-112.344499,54.84978041,63,1
-114.9686366,53.20863475,63,4
-113.5391557,53.2386835,63,1
-114.0701081,51.14526932,63,2
-111.9744491,54.77110028,63,1
-113.6417511,53.64703592,63,2
-114.200182,51.03046258,63,1
-113.2832093,54.72129052,63,2
-113.4640515,53.56143807,63,2
-111.4220404,56.73005599,63,1
-113.5677403,53.44737351,63,2
-113.4315327,53.42631055,63,2
-113.6274691,53.63384023,63,2
-113.5158391,53.52191355,63,2
-113.5828384,53.64268511,63,1
-113.8497646,54.15219975,63,1
-113.5444954,53.25096471,63,1
-113.4903698,53.5462403,63,1
-113.4521458,53.58427027,63,1
-113.8738187,53.56135321,63,2
-114.0283281,51.26271115,63,1
-113.5122999,53.4680932,63,1
-113.5190347,53.5183376,63,2
-111.1325703,56.57482081,63,1
-115.0656391,55.36552068,63,1
-114.060466,50.908544,63,1
-112.4681396,55.19950063,63,7
-113.2570579,54.71452499,63,1
-112.9270896,53.80345012,63,1
-119.187979,55.95617021,63,1
-113.4109961,53.48599008,63,1
-113.6404333,53.5305179,63,5
-112.4681396,55.19950063,63,2
-113.9536967,51.07360054,63,1
-111.4553743,56.77355479,63,1
-113.5166556,53.54627798,63,2
-111.3666815,56.71742191,63,1
-112.6327206,49.71640989,63,1
-114.1028574,54.54521397,63,3
-110.822209,55.9489901,63,1
-113.6081894,53.52181916,63,1
-113.9516364,50.91536043,63,2
-113.5147995,53.64028275,63,1
-112.4726859,54.11387315,63,3
-113.6377457,53.54142044,63,2
-113.3664409,53.46089015,63,1
-113.5998191,53.54133845,63,1
-113.5998395,53.55279592,63,2
-113.5311693,53.42916923,63,1
-112.8048393,54.58728103,63,2
-113.46612,53.42155627,63,2
-113.5216472,53.30565286,63,1
-113.4929419,53.55702646,63,2
-113.8790675,53.56094851,63,1
-113.5010846,53.54189564,63,2
